HR,RD,PS,YEAR,FIPSNO
4.4326241135,-0.292489884,-0.040705906,1,2280
10.856584519,1.244948853,-0.556177413,1,2281
7.9122866508,2.6466792689,0.3088084619,1,2282
11.684290471,0.8999505081,0.2815017773,1,2283
11.392672884,0.606427887,0.232408067,1,2284
12.385434729,1.0436404405,-0.172800896,1,2285
20.628481056,0.2824249552,0.0181210535,1,2286
10.864251181,1.5400522006,0.0578262331,1,2287
2.7917364601,0.8853335325,0.0032785274,1,2288
8.143587739,2.7203181282,0.4088586345,1,2289
5.4395126197,2.9352277181,-0.210696909,1,2290
9.049252614,0.0350423256,0.8811314269,1,2291
10.238413266,0.091212575,2.4684321602,1,2292
52.083333333,0.6595969963,-2.810885842,1,2293
0.0,0.4686004056,-1.221709378,1,2294
6.4430913953,0.0942720681,-0.645927666,1,2295
10.665233259,-0.835538098,1.4609737763,1,2296
5.4555373704,-1.018756059,-1.054149745,1,2297
7.4604595643,-0.697358034,-0.049427351,1,2298
0.0,0.1507295034,-0.835375907,1,2299
5.656428531,0.062590808,-1.067461139,1,2300
5.1945353488,-0.754686915,-0.963258943,1,2301
9.4813691097,0.8487267357,0.2922380199,1,2302
9.1446965332,0.3348281437,0.5384945753,1,2303
9.1920863208,2.374901609,0.6757294615,1,2304
14.084755013,1.6940327037,0.0934138219,1,2305
16.212710765,1.8152587281,-0.326928371,1,2306
5.5639014077,1.5571570031,-0.940871281,1,2307
0.0,-0.185696455,0.2456989135,1,2308
2.1911084818,1.3773080294,-0.316490971,1,2309
6.3059654433,0.2081953654,0.0474831204,1,2310
2.8962840675,-1.389741616,-0.813254254,1,2311
4.789547292,1.5012051268,0.3319159369,1,2312
5.9561035171,1.913152203,-0.303874334,1,2313
7.8618037837,1.016066417,0.7202023523,1,2314
15.873771767,0.4506101728,0.3196546033,1,2315
3.1505986137,1.6405327142,-0.358389803,1,2316
0.0,2.738075021,-0.982047683,1,2317
7.1280918098,0.8790371951,-0.294564919,1,2318
7.2929885208,2.1746448216,0.7499052036,1,2319
6.1140662431,0.2918115301,0.7209253834,1,2320
14.899798853,0.5213963732,-0.049866281,1,2321
12.214672876,0.5729331563,0.8484896788,1,2322
11.929259491,2.4723527293,-0.462864141,1,2323
12.512512513,1.8957560506,-0.169299198,1,2324
5.279691666,1.488219669,-0.050084242,1,2325
4.7466476801,-0.25043935,-0.969313988,1,2326
7.908264136,-1.319593542,1.1386140598,1,2327
15.135176041,0.649499585,0.114934942,1,2328
9.4760363268,0.5232320345,1.0432144018,1,2329
13.586956522,2.5911399906,-0.507470969,1,2330
18.935807612,0.7978744282,0.3508180177,1,2331
8.9143584846,1.6911706122,0.3121490786,1,2332
6.2388091361,-1.392068036,0.081398173,1,2333
12.287168685,2.4019421676,-0.056090613,1,2334
8.1310728951,0.4225745083,-0.301315724,1,2335
10.373874435,0.3797879961,0.2762582996,1,2336
11.799323014,0.5422586004,1.7019197947,1,2337
9.1399323645,1.7082336479,-0.057381058,1,2338
9.325432149,1.7125717323,0.9973879501,1,2339
3.9574181804,1.8673514917,-0.535579331,1,2340
16.2999185,2.0870371848,-0.742297052,1,2341
13.963067686,1.233848651,0.2961803054,1,2342
12.690501736,0.7500418903,0.3978060314,1,2343
2.3878416267,-0.964584795,2.3829044119,1,2344
13.691362462,1.1147673344,-0.001538172,1,2345
13.440860215,1.0249665733,-0.363627495,1,2346
0.0,1.3373158226,-0.673910155,1,2347
5.6628348151,1.3619883702,-0.060301138,1,2348
21.154427319,1.9277754652,-0.405104788,1,2349
5.2010193998,0.6633346228,-1.540666256,1,2350
4.5649465209,-0.919413324,3.7647029901,1,2351
4.2746003249,1.6956461014,-0.524818907,1,2352
13.828389684,-0.266559031,0.134556863,1,2353
0.0,-0.614561727,-0.915980399,1,2354
30.063132578,2.6699367871,-0.451535402,1,2355
6.3131313131,0.9060777976,0.1374852508,1,2356
18.568033274,1.438084345,-0.206123369,1,2357
4.1605991263,-0.6537896,0.3254186373,1,2358
5.878203621,-0.314310923,-0.265456338,1,2359
3.5138022151,-0.386266942,0.5318308398,1,2360
6.1447708,2.1469652742,-0.007447488,1,2361
6.2503906494,1.2058491634,-0.777848551,1,2362
2.5381354857,0.315837492,0.4045762561,1,2363
9.6976749824,0.0359740996,0.4408273057,1,2364
6.8813652629,0.765050475,0.0055594923,1,2365
5.9577003277,0.2811036088,-0.003049687,1,2366
8.9493466977,-0.051939717,-0.573332899,1,2367
0.0,-0.269204588,-1.66953583,1,2368
1.9319191685,-0.724695639,-0.241573203,1,2369
0.0,-0.3765349,-2.018825858,1,2370
11.048502928,0.0501654352,-1.60486883,1,2371
0.0,0.6607361968,-0.801819354,1,2372
3.6059425934,-1.091452124,-0.345674924,1,2373
15.482585457,0.3271387572,0.516152933,1,2374
10.084203096,-0.918478008,-0.993567741,1,2375
0.0,-0.110722152,-0.606171532,1,2376
18.420729461,-0.55937164,-0.29048023,1,2377
15.992520421,3.0438269484,0.1571650812,1,2378
8.3001328021,-1.52452968,-0.809719764,1,2379
3.5853859668,0.6496465116,-0.144698825,1,2380
15.903307888,-0.063011635,-0.062626448,1,2381
16.9472376,0.3596532211,0.8267472835,1,2382
22.695926954,2.8765891903,0.0941412049,1,2383
5.468290749,1.4595497857,0.1794311607,1,2384
0.0,1.4837026822,-1.054613302,1,2385
9.5412563926,2.2946467254,-0.054063562,1,2386
9.9307683577,0.856394944,-0.022712981,1,2387
11.329060659,2.8200346763,-0.081741699,1,2388
14.061401453,1.9707029758,-0.006940185,1,2389
7.9242442252,2.7658593219,-0.176494288,1,2390
6.9278464789,1.649073894,-0.025295264,1,2391
13.930486871,1.3141537293,-0.262632786,1,2392
14.107108219,2.1688357388,-0.075879867,1,2393
15.185260174,1.5606402873,0.0619304795,1,2394
12.008448297,0.7447600959,0.7741572636,1,2395
1.7825311943,-0.513457318,-0.695749405,1,2396
19.53125,0.6746723191,-0.096676532,1,2397
9.5283468318,1.2082993183,-0.349375568,1,2398
0.0,1.5363131276,-0.458434823,1,2399
13.699702521,0.5668678936,0.7148423007,1,2400
27.554715793,1.3056384644,-0.518824555,1,2401
5.9917553446,1.9811295037,0.0703746104,1,2402
22.058823529,3.4535391052,-0.31271119,1,2403
8.8012673825,2.5908353109,-0.30488496,1,2404
14.09890381,0.6441188902,0.5014131035,1,2405
13.3306672,0.5693096812,0.3852759033,1,2406
9.3231400336,1.0207746426,-0.501690206,1,2407
24.833923139,2.5752580313,-0.363116691,1,2408
8.4936509959,0.9953484215,-0.322712401,1,2409
11.676332075,0.8689585917,0.1489515196,1,2410
4.4482996375,-0.524126504,0.2200927128,1,2411
11.17143687,2.0208529875,-0.246986652,1,2412
20.008635306,2.4368841429,0.2088985957,1,2413
5.7388809182,2.1652759848,-0.076186755,1,2414
14.44361555,0.4718199947,1.7366859049,1,2415
11.861738345,0.6115068298,1.6953965924,1,2416
5.7848275543,-0.116158368,0.7066693063,1,2417
9.3214019389,2.5877831221,-1.195778495,1,2418
10.914922378,0.5833862496,0.5297042953,1,2419
12.023153158,1.6053710605,-0.098297059,1,2420
3.7827205326,1.1815434965,-0.232081286,1,2421
8.5308218594,2.829241261,-0.044166872,1,2422
3.776506354,0.5546922284,-0.152045944,1,2423
6.9219891819,1.4822244246,0.3107362761,1,2424
7.0536784933,1.5749663326,-0.078303774,1,2425
6.9285664796,2.6563778067,-0.134365523,1,2426
18.018018018,1.0914912346,-0.495474562,1,2427
1.624748164,-0.079206717,-0.130177223,1,2428
8.4033613445,0.1344003997,0.3444262576,1,2429
1.4568764569,-0.246278711,-0.029048169,1,2430
11.018362906,-0.825886493,2.4277514656,1,2431
10.964831616,-0.771216474,2.8653373858,1,2432
17.012589316,0.6372132212,-0.454293852,1,2433
16.632569898,3.1250320182,-0.136078643,1,2434
0.0,1.3220383649,-1.11384251,1,2435
7.2202639991,-1.088668422,0.0603231971,1,2436
8.3542188805,-0.251245403,-1.373810154,1,2437
5.1816156278,-0.247529856,-0.180377126,1,2438
12.714558169,-0.046496517,-0.855423536,1,2439
3.2729474528,-1.104082742,-0.119350538,1,2440
92.936802974,-0.764208653,-2.395225967,1,2441
8.6873425419,-0.374729834,-0.164909183,1,2442
0.0,-0.222091385,-0.768272108,1,2443
13.586587321,-1.095205346,-0.683692724,1,2444
14.159392279,0.2863212746,1.8163586008,1,2445
14.57513482,2.1222499304,-0.412293088,1,2446
9.557031586,1.4371830932,0.0618086787,1,2447
8.9317613433,1.9084094641,-0.037640045,1,2448
10.860416497,2.5468071255,-0.449773153,1,2449
5.0522912141,0.598700437,0.0091348168,1,2450
4.2007981516,1.5229524658,-0.534868822,1,2451
12.156576708,2.7569968783,0.3155563653,1,2452
16.565204787,1.8669227273,-0.538669477,1,2453
9.3540994341,2.3597309334,-0.641731313,1,2454
3.8406882513,2.6973721021,-0.17124387,1,2455
5.9699710456,1.7357485664,-0.355021401,1,2456
17.19394773,1.9332564968,-0.725319361,1,2457
11.13672558,0.8550464415,0.2141020194,1,2458
6.9840937265,0.4065477426,-0.148637435,1,2459
16.839741791,1.6499397109,-0.127819606,1,2460
24.850894632,1.3572910774,-0.471875885,1,2461
13.890716615,0.9662538196,0.5077566254,1,2462
6.7190754552,-0.183215881,-1.673428638,1,2463
7.6442580702,0.9935809875,0.3213650062,1,2464
5.8407803283,1.1490829093,0.3677147584,1,2465
8.1719375664,2.194234728,-0.400805079,1,2466
12.059331913,0.8651467849,0.7059847643,1,2467
12.03224642,2.2652752252,-0.534157256,1,2468
9.5085396522,0.5188423635,1.2443715362,1,2469
19.599954611,1.3235272691,0.2754562135,1,2470
12.451749471,1.3009194683,-0.041938762,1,2471
13.52933218,2.1306762349,0.6456688339,1,2472
9.2646207296,0.090924717,0.9866560674,1,2473
26.481775723,1.3806846519,0.1991822975,1,2474
7.6620524084,-0.64437172,0.6850005909,1,2475
13.991493172,1.8521181579,0.1572746543,1,2476
9.1211091269,-0.110366019,1.2310072518,1,2477
4.1215018753,1.1926333836,0.1116321851,1,2478
6.2931671937,1.6079462527,0.0439439716,1,2479
11.846656873,1.4267911305,0.5966448496,1,2480
10.163634516,-0.06604939,-1.0908895,1,2481
8.1955328042,0.0028374542,1.955648446,1,2482
7.4858704196,2.75093328,0.2227719634,1,2483
2.9135831245,0.3991496545,0.3263963175,1,2484
13.144058885,0.6040980826,-0.440289961,1,2485
7.9716210291,1.8010444316,-0.243150605,1,2486
11.422498349,0.9298750053,0.8810345278,1,2487
8.5395637991,1.4287211144,0.000642831,1,2488
17.285487105,0.8665499979,-0.208940965,1,2489
10.870824311,0.5080906039,1.6066476,1,2490
18.243736317,2.4402698327,-0.176960906,1,2491
5.7603686636,-0.597194744,0.3621994302,1,2492
0.0,2.4014168405,-0.822577936,1,2493
0.0,0.2927265934,-0.880688385,1,2494
9.2176518032,0.3665071077,0.4485684517,1,2495
0.0,1.5663876212,-0.539411363,1,2496
15.991340074,2.4470398819,0.0743140174,1,2497
5.1238695463,-1.340030448,-0.026911372,1,2498
5.5208411754,-0.821058579,1.0656097263,1,2499
5.2764531682,-0.871014395,1.1163145579,1,2500
9.9653703381,-1.028181974,0.4026930748,1,2501
2.9616466756,-0.242510654,-0.584252694,1,2502
1.707125542,0.3291067961,-0.169885985,1,2503
0.0,0.0562785393,-0.830340035,1,2504
0.0,-0.984342076,-1.198026242,1,2505
4.9566294919,-1.772900315,-0.615934332,1,2506
3.5156181336,-0.72199043,-0.181474947,1,2507
2.0530508335,0.4156630679,-0.357708307,1,2508
16.540455797,1.4508744635,0.6362947001,1,2509
12.655024045,2.3501065285,-0.178059403,1,2510
22.698899103,1.8324811256,-0.550490353,1,2511
11.819632409,0.603974442,1.5647687402,1,2512
8.4238901525,0.7362588841,-0.162600371,1,2513
4.8450492681,-0.800231903,-0.017551366,1,2514
8.0891423487,1.2231689061,-0.077483235,1,2515
0.0,2.3861452452,-0.944730856,1,2516
4.3242308274,3.3541376019,-0.253925514,1,2517
1.2777266687,1.8504440905,0.1868787481,1,2518
10.98267483,0.5378557381,0.3170654362,1,2519
12.189176012,1.5686935836,-0.383637117,1,2520
1.9758940921,0.8129504263,-0.255862021,1,2521
10.710242051,0.9389246628,-0.081894182,1,2522
5.3044769786,2.0622103479,-0.567339883,1,2523
17.817901051,1.207971539,0.0432762174,1,2524
13.746838227,1.984592077,0.0154890787,1,2525
5.8100688493,0.9604977024,0.2229505215,1,2526
12.934937266,0.7708550661,-1.193091194,1,2527
11.191941802,1.8580758357,-0.225896552,1,2528
14.856633487,3.3476972425,-0.30685939,1,2529
14.733430153,1.4344265953,-0.102824196,1,2530
6.2398602271,1.6964261035,-0.781081812,1,2531
5.8102376387,2.3033937581,-0.276906303,1,2532
0.0,1.5109529509,-0.580075177,1,2533
4.2283298097,1.0016704675,-0.042744214,1,2534
24.903498942,3.3117502475,-0.181954861,1,2535
14.384349827,1.6719495838,-0.405635491,1,2536
5.2805878049,0.7994360971,0.6333138811,1,2537
5.6187666807,0.612037936,-0.560251347,1,2538
5.651633322,2.9271047176,-0.415162658,1,2539
10.022048507,2.1011219978,-0.395313704,1,2540
21.415569119,1.3703584296,-0.790218832,1,2541
5.9140102904,1.8149114299,-0.166681797,1,2542
12.126356636,1.8307680408,-0.192947283,1,2543
9.3220536484,1.3313107709,-0.274802245,1,2544
6.1472260642,3.1136730941,-0.395008202,1,2545
22.611133722,2.8695336477,-0.674861695,1,2546
10.265886459,2.5704694213,-1.010808041,1,2547
5.4086213424,1.8665209008,0.2401689097,1,2548
0.0,0.648694551,-0.64081683,1,2549
14.844804318,2.293938483,0.0316879036,1,2550
8.3156625504,1.4291638169,-0.321571164,1,2551
10.28431455,2.0918645077,0.1897281506,1,2552
2.0128824477,1.0503815758,0.2053735195,1,2553
19.917484706,1.7738974539,-0.298907149,1,2554
25.300442758,1.8253185112,-0.555345123,1,2555
28.320589068,-0.469639692,-2.328478458,1,2556
4.6018269253,0.7492646438,-0.188232471,1,2557
0.0,-1.360215523,-2.348458696,1,2558
11.321627755,-1.194982507,0.7967947461,1,2559
0.0,-0.683902986,-1.464946063,1,2560
2.4416446919,-1.640714248,-0.422309988,1,2561
7.6927303698,-1.342515288,1.0373009118,1,2562
2.2198543776,0.1140057826,-0.409441338,1,2563
0.0,0.3722681262,-0.619315577,1,2564
1.3479995686,0.3685816561,0.0135358616,1,2565
13.019908624,0.659950094,0.0724576195,1,2566
6.4134631418,1.8569001482,0.1708241193,1,2567
13.037384701,1.3059584934,0.0327780195,1,2568
11.178929953,1.9404409545,-0.225637502,1,2569
3.6967210085,2.0350652409,0.150981511,1,2570
5.6280954525,1.7208405425,0.164680758,1,2571
0.0,0.8283947865,-0.772774458,1,2572
7.9840319361,1.7265803015,-0.480294753,1,2573
0.0,1.7105242101,-1.12372069,1,2574
0.0,-0.331079979,-2.155749887,1,2575
7.5568654122,-0.342490093,-0.595812733,1,2576
0.0,-1.515708225,-3.486321697,1,2577
9.9710838568,-0.096817109,-2.074807086,1,2578
5.3066726101,-0.589598929,1.9424390768,1,2579
12.951019245,1.691896587,-0.046811185,1,2580
0.0,2.7583339031,-1.189077137,1,2581
9.7661018604,1.3276848763,-0.081553091,1,2582
2.9186002393,1.7643935513,-0.498776429,1,2583
10.857763301,1.9667074771,0.0793646986,1,2584
7.4788721861,0.9843884131,-0.412105085,1,2585
7.5494488902,1.5148263938,-0.256834119,1,2586
15.696123058,2.5034313283,-0.133652237,1,2587
15.371608639,0.3703235236,-0.348571112,1,2588
15.044833604,2.5623170066,-0.339004357,1,2589
0.0,1.9707016658,-0.716589449,1,2590
12.301636118,1.4008008697,-0.263023834,1,2591
9.859988168,3.0550943912,-0.468707668,1,2592
7.3288871418,-0.14564071,1.3805429697,1,2593
9.3822413644,0.2695353673,1.8453795898,1,2594
9.9908084562,1.949223749,-0.120170021,1,2595
5.9426180798,1.0542925761,0.1134797391,1,2596
7.8998301537,1.7275490267,-0.412409463,1,2597
14.364720247,1.339071937,-0.235787748,1,2598
7.3351426685,1.3031458166,0.0064951318,1,2599
8.9397461112,1.8857053836,-0.092464126,1,2600
11.196578326,0.3592286282,0.7975879818,1,2601
9.3000762606,0.5624625596,-0.101978662,1,2602
6.5317853002,1.4233338251,-0.127830308,1,2603
9.1103721587,1.3304879284,0.0731025491,1,2604
7.5018754689,1.2195183355,-0.344019651,1,2605
9.7773215028,1.573114118,-0.162054552,1,2606
8.7225783942,1.950620488,-0.179329212,1,2607
14.648795137,2.5870769031,-0.79746857,1,2608
7.3855243722,2.2632716173,-0.16591432,1,2609
3.6188615062,1.7583110433,-0.427022683,1,2610
9.7718278204,1.2734548448,-0.036198537,1,2611
9.789525208,1.6073992817,-0.399358673,1,2612
5.3008216274,1.1624387673,0.5988054117,1,2613
1.8766655407,2.0353734918,-0.204045665,1,2614
9.2524056255,0.2590347617,-0.720199796,1,2615
7.4621296918,0.5152150426,-1.221167714,1,2616
3.7370604283,1.0614315075,0.2412043416,1,2617
2.7822990137,-0.091148766,-0.043043667,1,2618
3.9877178291,1.1521006281,-0.419777231,1,2619
5.6733199237,-0.301535327,0.5912205075,1,2620
6.5053343742,1.2431085981,-0.393914499,1,2621
31.426775613,2.0305604143,-0.759766884,1,2622
7.4876673714,0.2811165753,1.2497360604,1,2623
15.642108556,-1.239524021,-0.329611022,1,2624
12.95001295,1.9425654622,-0.695108286,1,2625
0.0,-1.857811818,-1.209532801,1,2626
10.685473099,-1.449874395,-1.163021165,1,2627
0.0,-1.175658592,-1.499330344,1,2628
13.398988376,1.9688066676,-0.741751346,1,2629
27.244244653,2.5399002026,-0.515488864,1,2630
3.2697904064,0.7823678606,0.2947462945,1,2631
7.5108907916,0.3152063832,0.3729131734,1,2632
0.0,1.3757755563,-0.566699482,1,2633
4.5649593719,1.2989910829,-0.748959757,1,2634
5.1610239472,1.9469958119,-0.266159977,1,2635
4.2576744582,1.2133758864,0.4126890889,1,2636
0.0,0.2319497933,-1.480782079,1,2637
8.4196345879,0.8122292142,0.2839600622,1,2638
0.0,-0.12142909,-2.37985329,1,2639
13.776951161,1.2454612734,-0.359770953,1,2640
9.2094907989,-0.02944917,0.4394912032,1,2641
4.7030052203,1.8251807981,-0.028099757,1,2642
15.207968976,2.3615555158,-0.270375503,1,2643
9.8786719473,0.7029114563,1.0645810222,1,2644
3.7814331632,0.3634223552,-0.824062197,1,2645
5.2238416131,0.5663180481,-1.091049821,1,2646
5.538018497,1.1228745745,-0.299143794,1,2647
9.741176929,0.3605013732,0.2788865383,1,2648
0.0,0.24307131,-0.6404172,1,2649
7.945209833,-0.040548915,0.7105466166,1,2650
7.3372954729,2.6148674312,-0.957622732,1,2651
11.873261415,1.8993930149,0.0510052864,1,2652
8.5862705534,1.356941579,0.1557674718,1,2653
2.4375380865,0.5275546719,-0.223327727,1,2654
10.748201257,0.5809452308,0.843314478,1,2655
7.6234038498,1.5167786702,-0.661221656,1,2656
11.953143677,1.3833524988,-0.732986654,1,2657
16.160310278,1.6815950038,-0.68063062,1,2658
35.371623115,1.6620613799,-0.803405412,1,2659
5.5755345544,-0.83782343,-1.10280343,1,2660
5.0371489737,2.715664382,-0.35160476,1,2661
5.4641822851,1.1640807642,-0.342240608,1,2662
22.633395575,0.8397309364,-0.836100579,1,2663
10.315446349,1.8447622154,-0.288087598,1,2664
8.5618270939,1.9828736336,-0.252824887,1,2665
6.6546882279,1.2770336766,0.5742766097,1,2666
2.4669429643,1.7499473975,-0.158228988,1,2667
8.4588056166,1.1958813341,-0.072641186,1,2668
4.4319168927,1.5998409682,0.3835528739,1,2669
10.769110276,0.9202946348,0.4413529107,1,2670
11.172890624,0.9229048487,0.7411367465,1,2671
4.9594213064,-0.21232175,1.0075283303,1,2672
7.4695784442,0.3911918496,0.3689261133,1,2673
12.931077358,1.0187720932,0.2443082377,1,2674
9.6506465933,1.7959479027,-0.560120014,1,2675
7.4704915583,1.1268960573,0.1058884868,1,2676
13.079589301,1.4545548606,-0.628614353,1,2677
3.2137806916,1.333703455,-0.659604016,1,2678
45.836516425,1.4146042612,-0.95409285,1,2679
11.560043822,0.0412746116,1.888269546,1,2680
3.3416875522,0.2208428148,-0.559426833,1,2681
1.5082956259,0.5718260055,-0.064923803,1,2682
0.0,1.2308251491,-0.48477642,1,2683
4.4917576248,1.0402189949,-0.094902819,1,2684
0.0,0.1023486297,-2.411768577,1,2685
19.756013237,1.5865225185,-0.755489203,1,2686
0.0,-0.545748928,-1.790212471,1,2687
0.0,0.6299396819,-1.614079986,1,2688
15.839074998,-0.918992901,-1.728152571,1,2689
11.90334484,1.4046093907,0.2013993738,1,2690
14.701558365,1.9967907484,-0.518922573,1,2691
14.802479415,1.5279715238,0.0141662642,1,2692
12.626630535,1.3124433838,0.4612310409,1,2693
8.7191559857,2.1011081633,-0.129912137,1,2694
6.2739193174,1.0719129055,-1.114972962,1,2695
6.2503906494,1.1649895872,-0.625455287,1,2696
6.2087698875,1.4933637273,-0.031966118,1,2697
0.0,0.0599986511,-0.762126877,1,2698
8.7950747581,0.5791617665,0.7633311784,1,2699
7.4113601328,1.9711810397,0.1205058993,1,2700
8.9241890143,0.7469859079,-0.015167041,1,2701
10.602446136,0.7903862461,0.5825407834,1,2702
13.460308914,1.4210923481,0.7481150681,1,2703
14.552863276,2.1521707066,-0.472999744,1,2704
4.9509852461,1.9987569041,0.1116369037,1,2705
9.0106325464,0.3764091021,-0.371481928,1,2706
0.0,2.2721968796,-0.226679155,1,2707
6.4442480483,1.3384022841,0.3140005556,1,2708
0.0,1.3954787672,-0.390107367,1,2709
6.3213123044,1.4314751581,0.325103606,1,2710
14.98031159,0.8214889033,-0.379485425,1,2711
5.1973122471,0.2617957243,0.6414654076,1,2712
0.0,0.5725591483,-1.433806187,1,2713
12.72264631,0.2408541216,-1.183383096,1,2714
4.7530776178,0.8927060308,-0.702016255,1,2715
9.5118517673,0.8194077269,0.224624707,1,2716
0.0,2.4796605085,-0.917480524,1,2717
8.3891209879,0.7256030183,-0.085112563,1,2718
6.9477011794,0.9319964635,-0.258479796,1,2719
5.2456264589,1.9745932719,-0.44250591,1,2720
53.304904051,1.2367415016,-1.703820167,1,2721
6.9535624737,1.6737048226,0.9426150534,1,2722
14.816131804,1.2064248678,-0.428530687,1,2723
7.7568987919,0.1440783399,-0.13690005,1,2724
6.6039888092,-0.609036211,0.7272068477,1,2725
5.9646297456,1.6257815317,-0.48690881,1,2726
7.6792229206,-0.191365859,1.9896334294,1,2727
0.0,-0.023032265,-1.507835986,1,2728
12.701739344,2.0307639653,0.6362555177,1,2729
12.938954015,0.6132978278,0.3680534794,1,2730
0.0,-0.134881221,-1.603836994,1,2731
8.5326147974,0.2368815398,0.9841752195,1,2732
7.2531083754,-0.171130668,1.3992492845,1,2733
13.971846729,2.0535804947,-0.56734484,1,2734
10.361620557,0.1636330056,-1.674986771,1,2735
0.0,0.0456800503,-2.047052055,1,2736
6.7585834009,0.9533361502,0.1484634721,1,2737
3.7072736709,0.2048476962,0.2095343399,1,2738
11.871690766,0.9584759304,-0.190364013,1,2739
14.130281193,1.8804930776,-0.31420401,1,2740
6.105006105,0.667377407,-1.641164753,1,2741
4.2425613757,-0.275041754,1.654248898,1,2742
7.4518424681,0.5272768594,0.0294955808,1,2743
8.6523902228,1.8145569017,-0.676617833,1,2744
4.4911524297,1.2176830101,-0.735737044,1,2745
10.622477162,0.4677054367,-1.540428006,1,2746
16.602746094,0.8722443192,-0.081406042,1,2747
40.74426185,0.7461222702,-0.756356621,1,2748
10.905899653,-0.221393785,2.3412364027,1,2749
5.9584990541,-0.226312642,0.868956172,1,2750
7.4496219317,1.2679415135,-0.638598626,1,2751
4.0602541719,-0.166848772,0.0302292679,1,2752
0.0,0.1493977405,-0.719217219,1,2753
0.0,0.2887185853,-1.368808101,1,2754
2.2938673457,1.6737689308,0.226498401,1,2755
7.7936248149,1.6428927866,0.3047424913,1,2756
4.8118233373,-0.46743646,1.3321419457,1,2757
2.2352612462,0.4870719243,0.2851496538,1,2758
12.660231049,0.5299950178,0.1277462597,1,2759
4.0055276281,0.9611015327,0.6811290225,1,2760
15.59610543,1.2900334238,-0.262871152,1,2761
3.9389463319,1.2786481401,-0.257240921,1,2762
3.8141942515,-0.81339307,0.7163750038,1,2763
3.3844383525,-0.469133566,0.1227068843,1,2764
3.4821972665,1.495596744,-0.032762808,1,2765
9.0126887152,-0.242608568,1.6449995752,1,2766
3.5437535438,0.1855083003,1.3830904327,1,2767
3.5807641351,0.8047771923,0.5039931262,1,2768
5.0165546303,0.6518591295,-0.032748618,1,2769
10.125556906,0.6467257468,-0.508735646,1,2770
3.6155250646,0.7951043321,0.2469068114,1,2771
12.681504026,1.1958195316,-1.026265209,1,2772
28.772838441,0.4847494011,-2.087474465,1,2773
4.088140305,0.2316764096,-0.418051783,1,2774
0.0,-0.181004177,-0.33634251,1,2775
23.076035537,0.6870370878,-1.458124062,1,2776
11.045757049,1.4704417961,-0.325308392,1,2777
6.6591196644,0.5239704324,0.3195104152,1,2778
6.6272346207,-0.945139942,1.0393635041,1,2779
6.7089329442,-0.256465857,-0.512461814,1,2780
8.5316952478,-0.146786727,-0.006288129,1,2781
7.8699878015,-0.602542398,1.7891761518,1,2782
4.9058084772,1.2870762889,-0.130039432,1,2783
10.966693963,-0.63714908,2.8384621361,1,2784
5.4439544885,1.1498442958,0.2398511607,1,2785
8.9770659867,0.6353749498,3.0437836067,1,2786
2.5736713422,0.608649769,0.2810932294,1,2787
11.0320481,0.6266959169,-0.603360846,1,2788
18.747656543,0.5424843383,-0.113045335,1,2789
0.0,0.1083927657,-0.97593023,1,2790
2.4194914229,1.0948209772,-0.314884552,1,2791
6.2836765792,-0.296657068,0.3067351643,1,2792
0.0,0.832714141,-1.755681036,1,2793
3.7055564819,1.4819475443,0.1059873718,1,2794
9.6775442264,1.0656058892,-0.07402535,1,2795
0.0,-0.520214738,-1.116460027,1,2796
1.0356469687,-1.457223343,0.4292511887,1,2797
3.3595377276,-0.498175404,0.0213127717,1,2798
15.206812652,1.2172798049,-0.813629092,1,2799
7.2216505082,0.7881201302,-0.212097678,1,2800
3.4129925802,0.1986519091,0.6848356261,1,2801
9.45000945,0.3262075675,0.8747523852,1,2802
0.0,1.1566667962,-1.304564371,1,2803
1.8056734259,-0.268877946,0.5740477335,1,2804
0.0,0.4906812902,-1.341116281,1,2805
7.3926221631,-0.336803141,-0.085836654,1,2806
3.2116131933,-0.373612738,-0.508601088,1,2807
5.7437594054,0.3237993971,0.2357383191,1,2808
7.2436773045,0.6153962514,0.2864917738,1,2809
37.210686909,0.6287793903,-1.198772983,1,2810
10.692460171,0.3057457586,0.4264111024,1,2811
9.3396843187,1.3505787858,-0.275274209,1,2812
6.936854733,-0.175930749,2.4916528059,1,2813
3.5265904923,0.1152360507,-0.315891859,1,2814
36.501679077,0.901500527,-1.062739255,1,2815
3.2264101025,0.3471571561,0.7482284595,1,2816
0.0,1.139449277,-0.152864769,1,2817
4.3684909485,0.6423629201,0.3060168351,1,2818
3.9649498434,0.5173477647,-0.462001382,1,2819
0.0,1.1839412422,-1.906080563,1,2820
6.561335363,-0.990253708,0.7447729709,1,2821
16.081307089,1.323354817,-0.704298555,1,2822
9.7365896289,-0.332486147,1.6557536688,1,2823
9.6869187849,0.9244818665,0.4032109517,1,2824
0.0,0.7885366356,-0.409698613,1,2825
6.6496966408,0.2134731547,1.2304656885,1,2826
9.6697771116,1.2233969772,-0.109798546,1,2827
5.4850723755,-0.312674592,0.5833180205,1,2828
9.8751662804,0.3207711423,0.6607222534,1,2829
2.3741690408,-0.013307496,-0.385939096,1,2830
3.5408257206,0.6358972904,-0.279599984,1,2831
10.358400663,0.4122220158,-0.02329608,1,2832
4.4459264199,0.972949702,-0.295533188,1,2833
4.1513187622,-1.031640411,2.027264605,1,2834
